Project Title,Activity Created By,Activity Created On,Activity Updated By,Activity Updated On,AMP ID,SIAFI Code,Objective,Organizations and Project ID,Project Description,Executing Sector,Status,Actual Approval Date,Current Completion Date,Final Date for Contracting,Original Completion Date,Proposed Completion Date,Proposed Start Date,Mancomunidad,Implementation Level,Region,Zone,Donor Agency,Donor Commitment Date,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Tertiary Sector,Responsible Organization,Executing Agency,Beneficiary Agency,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Primary Program,Primary Program Level 1,Primary Program Level 2,Primary Program Level 3,Secondary Program,Secondary Program Level 1,Secondary Program Level 2,Secondary Program Level 3,Secondary Program Level 4,2006 Actual Commitments,2006 Actual Disbursements,2006 Actual Expenditures,2006 Planned Commitments,2006 Planned Disbursements,2006 Planned Expenditures, 2007 Actual Commitments,2007 Actual Disbursements,2007 Actual Expenditures, 2007 Planned Commitments,2007 Planned Disbursements,2007 Planned Expenditures,2008 Actual Commitments,2008 Actual Disbursements,2008 Actual Expenditures,2008 Planned Commitments,2008 Planned Disbursements,2008 Planned Expenditures,2009 Actual Commitments,2009 Actual Disbursements,2009 Actual Expenditures,2009 Planned Commitments,2009 Planned Disbursements,2009 Planned Expenditures,2010 Actual Commitments,2010 Actual Disbursements,2010 Actual Expenditures,2010 Planned Commitments,2010 Planned Disbursements,2010 Planned Expenditures,2011 Actual Commitments,2011 Actual Disbursements,2011 Actual Expenditures,2011 Planned Commitments,2011 Planned Disbursements,2011 Planned Expenditures,2012 Actual Commitments,2012 Actual Disbursements,2012 Actual Expenditures,2012 Planned Commitments,2012 Planned Disbursements,2012 Planned Expenditures,2013 Actual Commitments,2013 Actual Disbursements,2013 Actual Expenditures,2013 Planned Commitments,2013 Planned Disbursements,2013 Planned Expenditures,2014 Actual Commitments,2014 Actual Disbursements,2014 Actual Expenditures,2014 Planned Commitments,2014 Planned Disbursements,2014 Planned Expenditures,Total Costs Actual Commitments,Total Costs Actual Disbursements,Total Costs Actual Expenditures,Total Costs Planned Commitments,Total Costs Planned Disbursements,Total Costs Planned Expenditures
  Apoyo Inmediato para la Restauración de los Sistemas de Sustentos Agrícolas de Familias Rurales Vulnerables Afectadas por la Sequías en el Región Seca de Honduras.,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),13/06/2013,FAOO004,,,GCP /HON/033/EC [Fondos Unión Europea] (Organización de las Naciones Unidas para la Agricultura y la Alimentación),,Autoadministrado por Socio al Desarrollo,Finalizado,01/05/2010,01/07/2011,,,,01/05/2010, ,Sub-national," - R02 - Valle de Comayagua
 - R11 - El Paraíso
 - R12 - Región Centro
 - R13 - Golfo de Fonseca
 - R14 - Región Lempa
 - R16 - Región de Santa Bárbara"," - Aguanqueterique
 - Alianza
 - Alubaren
 - Apacilagua
 - Arada
 - Aramecina
 - Cabañas
 - Caridad
 - Ceguaca
 - Chinacla
 - Choluteca
 - Concepción de Maria
 - Curarén
 - Danlí
 - Duyure
 - El Corpus
 - El Níspero
 - El Triunfo
 - Jacaleapa
 - La Venta
 - Lauterique
 - Liure
 - Maraita
 - Marale
 - Marcovia
 - Mercedes de Oriente
 - Morolica
 - Nacaome
 - Namasigue
 - Orocuina
 - Pespire
 - Reitoca
 - San Antonio de Flores [El Paraíso]
 - San Antonio del Norte
 - San Francisco de Ojuera
 - San Isidro
 - San José
 - San Juan
 - San Lucas
 - San Marcos de Colon
 - San Matías
 - Santa Ana
 - Santa María
 - Santa Rita
 - Soledad
 - Texiguat
 - Vado Ancho
 - Yauyupe",Unión Europea,01/05/2010,Organismo Internacional,Multilateral,Proyecto,GCP /HON/033/EC [Fondos Unión Europea],Donación / No reembolsable,311 - AGRICULTURA,31150 - Insumos agrícolas, ,3 - AGROFORESTAL Y TURISMO,"31 - Agricultura, Agroindustria y Ganadería",SEGURIDAD ALIMENTARIA,Organización de las Naciones Unidas para la Agricultura y la Alimentación,Organización de las Naciones Unidas para la Agricultura y la Alimentación, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades"," - % Hogares  en Situación de Pobreza
 - % de Hogares  en Situación de Pobreza Extrema", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7505760,2911834,0,7665373,0,0,0,4593926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7505760,7505760,0,7665373,0,0
  Prevención de la Violencia de Género., ,11/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),14/06/2013,87171352821,, ,1087/1-06 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,21/03/2007,21/09/2008,16/03/2009,,,21/03/2007, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo,21/03/2007,España,Bilateral,Proyecto,1087/1-06," - Donación / No reembolsable
 - Intereses Devengados",150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15170 - Organizaciones e instituciones de la igualdad de las mujeres,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social," - PREVENCIÓN DE VIOLENCIA
 - SENSIBILIDAD DE GÉNERO",Agencia Española de Cooperación Internacional para el Desarrollo,Instituto Nacional de la Mujer,Instituto Nacional de la Mujer,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia", , ,Plan de Nación,"Democracia, Ciudadanía y Gobernabilidad", , , , , , , ,0,0,0,0,0,0,133903,133903,126516,0,0,0,0,0,0,0,0,0,0,-7387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133903,126516,126516,0,0,0
  Ayuda Humanitaria por Siniestro en la Penitencieria de Comayagua, ,25/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),14/06/2013,87171353763,, ,2012 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,05/03/2012,05/09/2012,,,,05/03/2012, ,Sub-national,R02 - Valle de Comayagua,Comayagua,Agencia Española de Cooperación Internacional para el Desarrollo,05/03/2012,España,Bilateral,In Kind, ,Donación / No reembolsable,700 - AYUDA HUMANITARIA, , ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social," - AYUDA HUMANITARIA
 - PREVENCIÓN DE VIOLENCIA",Agencia Española de Cooperación Internacional para el Desarrollo,Secretaría de Seguridad, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social", , ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades", , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67215,67215,67215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67215,67215,67215,0,0,0
"  Apoyo al Programa: Protección de los niños frente a Violencia, Abuso y Explotación",ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),14/06/2013,UNIC038,, ,YD709-01 (Fondo de las Naciones Unidas para la Infancia),,Autoadministrado por Socio al Desarrollo,Finalizado,01/11/2011,31/12/2011,,,,01/11/2011, ,Country/National, , ,Fondo de las Naciones Unidas para la Infancia,01/01/2011,Naciones Unidas,Multilateral,Asistencia Técnica,YD709-01,Donación / No reembolsable,500 - AYUDA EN FORMA DE SUMINISTRO DE BIENES Y AYUDA GENERAL PARA PROGRAMAS,520 - Ayuda alimentaria para el desarrollo / Ayuda a la seguridad alimentaria, ,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad," - NIÑEZ
 - PREVENCIÓN DE VIOLENCIA",Fondo de las Naciones Unidas para la Infancia,Fondo de las Naciones Unidas para la Infancia, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49218.26,49218.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49218.26,49218.26,0,0,0,0
  Prevención de la Violencia de Género [2010],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),14/06/2013,OEIA010,, ,S/N (Organización de Estados Iberoamericanos), ,Autoadministrado por Socio al Desarrollo,Finalizado,01/06/2010,30/06/2010,,,,01/06/2010, ,Sub-national,R12 - Región Centro,Distrito Central,Organización de Estados Iberoamericanos,01/06/2010,Organismo Internacional,Multilateral,Proyecto, ,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15160 - Derechos humanos,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura," - PREVENCIÓN DE VIOLENCIA
 - SENSIBILIDAD DE GÉNERO",Organización de Estados Iberoamericanos," - Organización de Estados Iberoamericanos
 - Secretaría de Educación", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.3: Elevar la escolaridad promedio a 9 años, ,Plan de Nación,Seguridad como Requisito del Desarrollo,Juzgados sobre violencia doméstica operando a nivel nacional, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65685.759,65685.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65685.759,65685.759,0,0,0,0
  Techos Dignos [2010],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),14/06/2013,TAIW002,,,S/N (Gobierno de Taiwan),,Sector Público,Finalizado,05/10/2010,31/03/2011,,,,01/11/2010, ,Sub-national,R12 - Región Centro,Distrito Central,Gobierno de Taiwan,01/11/2010,China,Bilateral,Proyecto, ,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16010 - Servicios sociales, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,13 - Vivienda,GENERACIÓN DE EMPLEO,Gobierno de Taiwan,Alcaldía Municipal del Distrito Central, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades",% Hogares en Situación de Pobreza, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000,100000,0,0,0
  Fortalecimiento de la Calidad de Cafés de Origen Diferenciado en Honduras,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),25/06/2013,AECD051,,,2989-09 (Agencia Española de Cooperación Internacional para el Desarrollo),,Sector Público,Finalizado,14/04/2010,14/10/2011,,,,14/04/2010, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo," - 14/04/2010
 - 13/09/2010",España,Bilateral,Proyecto,2989-09," - Donación / No reembolsable
 - Intereses Devengados"," - 311 - AGRICULTURA
 - 400 - MULTISECTORIAL"," - 31162 - Cultivos industriales / para la exportación
 - 430 - Otros multisectorial",43040 - Desarrollo rural,3 - AGROFORESTAL Y TURISMO,"31 - Agricultura, Agroindustria y Ganadería", ,Agencia Española de Cooperación Internacional para el Desarrollo,Instituto Hondureño del Café,Instituto Hondureño del Café,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.2: Ampliar la relación Exportaciones/PIB al 75%, ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos",Relación de Exportaciones / PIB, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405097,394828,403933,0,0,0,0,10269,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405097,405097,405097,0,0,0
  Apoyo al Plan de Movilidad Urbana Sostenible para Tegucigalpa,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),03/07/2013,BAID120,, ,ATN/FG-12497-HO (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Finalizado,16/11/2010,01/12/2012,,,,01/12/2010, ,Sub-national,R12 - Región Centro,Distrito Central,Banco Interamericano de Desarrollo,16/11/0010,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/FG-12497-HO,Donación / No reembolsable,210 - TRANSPORTE Y ALMACENAJE, , ,2 - COMUNICACIONES Y ENERGÍA,24 - Transporte y Obras Públicas, ,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo,Alcaldía Municipal del Distrito Central,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza, ,Plan de Nación,Infraestructura Productiva como motor de la actividad económica,% de avance del Programa de Rehabilitación y Reconstrucción Vial, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,388876,0,0,0,0,0,95638,0,0,0,0,0,0,0,0,0,0,487274,487274,0,0,0,0
  Apoyo para Bases de Datos de Información,Lesly Sanchez [SRECI] (lesly.sanchez@sre.gob.hn),23/01/2013,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),12/02/2014,87171406962,,,S/N (Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA), ,Sector Privado,Finalizado,01/08/2012,31/12/2012,,,31/12/2012,01/08/2012, ,Country/National, , ,Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA, ,Naciones Unidas,Multilateral, , , ,130 - PROGRAMAS / POLÍTICAS SOBRE POBLACIÓN Y SALUD REPRODUCTIVA, , ,4 - FORTALECIMIENTO INSTITUCIONAL, , ,Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,Foro Nacional de SIDA,Foro Nacional de SIDA,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo", , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  Diseños y Estudios Ambientales del Corredor Turístico ""El Progreso-Tela""",ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),08/07/2013,BAID033,BIP001400065500,,ATN/OC-10490-HO (Banco Interamericano de Desarrollo),,Sector Público,Finalizado,09/07/2007,30/04/2011,,,,09/07/2007, ,Sub-national," - R01 - Valle de Sula
 - R02 - Valle de Comayagua
 - R04 - Valle de Lean
 - R05 - Valle de Aguán
 - R06 - Cordillera Nombre de Dios"," - Arenal
 - Arizona
 - El Negrito
 - El Porvenir
 - El Progreso
 - Esparta
 - Jocón
 - Jutiapa
 - La Ceiba
 - La Masica
 - Morazán
 - Olanchito
 - San Francisco
 - San Pedro Sula
 - Santa Rita
 - Sulaco
 - Tela
 - Victoria
 - Yorito
 - Yoro",Banco Interamericano de Desarrollo,09/07/2007,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/OC-10490-HO,Donación / No reembolsable,400 - MULTISECTORIAL, , ,3 - AGROFORESTAL Y TURISMO,32 - Recursos Forestal y Ambiente, ,Banco Interamericano de Desarrollo,Secretaría de Infraestructura y Servicios Públicos, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.1: Reducir la tasa de desempleo abierto al 2% y la tasa de subempleo invisible al 5% de la población ocupada, ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos",Número promedio de de visitantes por año, , , , , , ,0,0,0,0,0,0,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,159987,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000,560000,0,0,0,0
  Armonización de Inversiones del PRAF y de la Red solidaria,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),09/07/2013,BAID053,BIP002400002400, ,ATN/CF-10416-HO (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Finalizado,08/06/2007,22/08/2011,,,22/08/2011,29/06/2007, ,Country/National, , ,Banco Interamericano de Desarrollo,25/03/2009,Organismo Internacional,Multilateral,Asistencia Técnica, ,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16010 - Servicios sociales, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social, ,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.1: Erradicar la pobreza extrema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades"," - % Hogares  en Situación de Pobreza
 - % de Hogares  en Situación de Pobreza Extrema", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152960,0,0,152970,0,0,0,55310,0,0,95780,0,0,97650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152960,152960,0,152970,95780,0
  Fortalecimiento del Regimen Municipal y Desarrollo Local en Honduras,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),05/12/2012, ,23/07/2013,87171126518,, ,1616-08 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Privado,Finalizado,25/11/2008,25/11/2010,,,,25/11/2008, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo," - 28/11/2008
 - 25/05/2010",España,Bilateral,Proyecto,1616-08," - Donación / No reembolsable
 - Intereses Devengados",150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15112 - Descentralización y apoyo a los gobiernos regionales y locales,4 - FORTALECIMIENTO INSTITUCIONAL,44 - Descentralización, ,Agencia Española de Cooperación Internacional para el Desarrollo,Asociación de Municipios de Honduras, ,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación,"Desarrollo Regional, Recursos Naturales y ambiente", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.2 Modernización del Estado,1.2.2 Índice de servicios en línea del Gobierno.,0,0,0,0,0,0,0,0,0,0,0,0,771333,771333,0,0,0,0,0,0,0,0,0,0,3190,0,771333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774523,771333,771333,0,0,0
  Cursos de Desarrollo Legal para Magistrados de la Corte Suprema [2011], ,29/06/2012, ,23/07/2013,87171191906,, ,S/N (Agencia de Cooperación Internacional de Corea),,Autoadministrado por Socio al Desarrollo,Finalizado,,03/08/2011,,,,19/07/2011, ,Country/National, , ,Agencia de Cooperación Internacional de Corea,19/07/2011,Corea del Sur,Bilateral,Asistencia Técnica, ,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15130 - Desarrollo legal y judicial,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado, ,Agencia de Cooperación Internacional de Corea,Agencia de Cooperación Internacional de Corea,Corte Suprema de Justicia, , , , , , , , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.4 Seguridad Ciudadana,1.4.1 Posición de Honduras en el indicador cumplimiento de contratos del Doing Business.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000,87000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87000,87000,0,0,0,0
  Curso de Ciencia Forense y Prevención del Crimen para mimbros de la Policia Nacional [2012],Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),19/07/2012, ,24/07/2013,87171123312,, ,S/N (Agencia de Cooperación Internacional de Corea),,Autoadministrado por Socio al Desarrollo,Finalizado,,30/04/2012,,,,01/03/2012, ,Country/National, , ,Agencia de Cooperación Internacional de Corea,01/03/2012,Corea del Sur,Bilateral,Asistencia Técnica, ,Donación / No reembolsable," - 110 - EDUCACIÓN
 - 150 - GOBIERNO Y SOCIEDAD CIVIL"," - 113 - Educación secundaria
 - 152 - Prevención y resolución de conflictos, paz y seguridad",11330 - Formación profesional," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 4 - FORTALECIMIENTO INSTITUCIONAL"," - 12 - Educación y Cultura
 - 43 - Defensa y Seguridad",PREVENCIÓN DE VIOLENCIA,Agencia de Cooperación Internacional de Corea,Agencia de Cooperación Internacional de Corea,Secretaría de Seguridad, , , , , , , , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.4 Seguridad Ciudadana,1.4.1 Posición de Honduras en el indicador cumplimiento de contratos del Doing Business.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,0,0,0,0
  Fortalecimiento de la Carrera Judicial, ,11/07/2012, ,24/07/2013,87171352822,, ,1091-06 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,22/02/2007,22/02/2008,22/11/2008,,,22/02/2007, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo,22/02/2007,España,Bilateral,Proyecto,1091-06," - Donación / No reembolsable
 - Intereses Devengados",150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15130 - Desarrollo legal y judicial,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado, ,Agencia Española de Cooperación Internacional para el Desarrollo,Corte Suprema de Justicia, ,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia", , ,Plan de Nación,"Democracia, Ciudadanía y Gobernabilidad", , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.4 Seguridad Ciudadana,1.4.1 Posición de Honduras en el indicador cumplimiento de contratos del Doing Business.,0,0,0,0,0,0,263922,263922,263907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263922,263922,263907,0,0,0
  Mejora de la Seguridad Ciudadana, ,11/07/2012, ,24/07/2013,87171352825,, ,1169-06 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,22/02/2007,22/08/2008,,,,22/02/2007, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo,22/02/2007,España,Bilateral,Proyecto,1169-06," - Donación / No reembolsable
 - Intereses Devengados",150 - GOBIERNO Y SOCIEDAD CIVIL,"152 - Prevención y resolución de conflictos, paz y seguridad", ,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad, ,Agencia Española de Cooperación Internacional para el Desarrollo,Secretaría de Seguridad, ,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia", , ,Plan de Nación,Seguridad como Requisito del Desarrollo, , ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.4 Seguridad Ciudadana,"1.4.2 Tasa de Homicidios por 100,000 habitantes.",0,0,0,0,0,0,291212,291212,291212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291212,291212,291212,0,0,0
  Fortalecimiento de la Secretaría de Seguridad y de la Policía Nacional de Honduras,ATL ATL (atl@amp.org),20/03/2012, ,24/07/2013,AECD057,, ,1185-08 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Suspendida,05/01/2009,05/07/2010,,,,05/01/2009, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo," - 05/01/2009
 - 16/09/2010",España,Bilateral,Proyecto,1185-08," - Donación / No reembolsable
 - Intereses Devengados",150 - GOBIERNO Y SOCIEDAD CIVIL,"152 - Prevención y resolución de conflictos, paz y seguridad",15210 - Gestión y reforma de los sistema de seguridad,4 - FORTALECIMIENTO INSTITUCIONAL,43 - Defensa y Seguridad,PREVENCIÓN DE VIOLENCIA,Agencia Española de Cooperación Internacional para el Desarrollo,Secretaría de Seguridad,Secretaría de Seguridad,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia",Meta 2.2: Reducir la tasa de homicidios por cada 100mil habitantes a un nivel por debajo del promedio internacional, ,Plan de Nación,Seguridad como Requisito del Desarrollo," - Tasa de Homicidios ( x 100mil habitantes)
 - Tasa de Homicidios asociados a Robo ( x 100mil hab)", ,Políticas Públicas y Estrategias Nacionales,F) - Estrategia Nacional de Competitividad,Eje 1: Institucionalidad,1.4 Seguridad Ciudadana,"1.4.2 Tasa de Homicidios por 100,000 habitantes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790446,1790446,3278,0,0,0,28949,-1787138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1819395,3308,3278,0,0,0
