Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Approval Date,Actual Completion Date,Actual Start Date,Proposed Approval Date,Proposed Completion Date,Proposed Start Date,Country,District,Region,Zone,Donor Agency,Cumulative Commitment,Cumulative Disbursement,Donor Group,Primary Sector,Primary Sector sub-sector,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned disbursements
  , , ,Ligne de Financement (SOS Children's Villages (Luxembourg) / NY Pledge (New Existing) // (Source : OSE/Luxembourg),Ongoing,,,,,30/06/2013,30/06/2011,Haiti, ,Sud, ,Ambassade de Luxembourg,324675.324,129870.129,Luxembourg,110 - EDUCATION,112 - Éducation de base, , , , , ,129870.129, , , , , ,64935.064, , , , ,324675.324,129870.129,324675.324,64935.064
  , , ,Ligne de Financement (ONGD-FNEL) / NY Pledge (New Existing) // (Source : OSE/Luxembourg),Ongoing,,,,,,,Haiti, , , ,Ambassade de Luxembourg,55194.805,55194.805,Luxembourg,110 - EDUCATION,112 - Éducation de base, , , , , , , , , , , , , , , , ,55194.805,55194.805,55194.805, 
  , , ,Ligne de Financement ( Action pour un Monde UNI ) / NY Pledge (New Fund) // (Source : OSE/Luxembourg),Ongoing,,,,,30/06/2013,30/06/2012,Haiti,Carrefour,Ouest,Port-au-Prince Arrondissement,Ambassade de Luxembourg,421318.181,210658.441,Luxembourg,110 - EDUCATION, , ,210658.441, , ,421318.181, ,421318.181,421316.883, , , ,210659.74, , , , ,421318.181,210658.441,421318.181,631976.623
  , , ,Ligne de financement People in Need en Education - 1 / NY Pledge New Fund // (Source : OSE/Czech Republic),Ongoing,,,,,,,Haiti,Petit-Goâve,Ouest,Léogâne Arrondissement,Ambassade de la République tchèque,155844.155,155844.155,République tchèque,110 - EDUCATION, , ,155844.155, , , , , , , , , , , , , , ,155844.155,155844.155,155844.155, 
  , , ,Ligne de financement Caritas en Éducation / NY Pledge New Fund // (Source : OSE/Czech Republic),Ongoing,,,,,,,Haiti,Port-au-Prince,Ouest,Port-au-Prince Arrondissement,Ambassade de la République tchèque,155844.155,155844.155,République tchèque,110 - EDUCATION, , ,155844.155, , , , , , , , , , , , , , ,155844.155,155844.155,155844.155, 
  , , ,Ligne de financement FIDCON en EPA / NY Pledge New Fund // (Source : OSE/Czech Republic),Ongoing,,,,,,,Haiti,Baie de Henne,Nord-Ouest,Môle Saint Nicholas,Ambassade de la République tchèque,77922.077,77922.077,République tchèque,140 - EAU ET ASSAINISSEMENT, , ,77922.077, , , , , , , , , , , , , , ,77922.077,77922.077,77922.077, 
  , , ,Ligne de financement Adventist Development and Relief Agency (ADRA CZ) en Agriculture / NY Pledge New Fund // (Source : OSE/Czech Republic),Ongoing,,,,,,,Haiti,Petit-Goâve,Ouest,Léogâne Arrondissement,Ambassade de la République tchèque,155844.155,155844.155,République tchèque,311 - AGRICULTURE, , ,155844.155, , , , , , , , , , , , , , ,155844.155,155844.155,155844.155, 
  , , ,Ligne de financement IFRC / NY Pledge New Fund // (Source : OSE/Czech Republic),Ongoing,,,,,,,Haiti, , , ,Ambassade de la République tchèque,77922.077,77922.077,République tchèque,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,77922.077, , , , , , , , , , , , , , ,77922.077,77922.077,77922.077, 
 , , ,Financement UNASUR (secteur non alloué),Ongoing,,,,,,,Haiti, , , ,Ambassade d'Argentine,8391157,8391157,Argentine,998 - NON AFFECTE/ NON SPECIFIE, , , , , , , , , , , , , , , , , ,8391157,8391157,16782313, 
 , , ,Financement de IOCD / NY Pledge New Fund // (Source: OSE/Russie),Ongoing,,,,,,,Haiti, , , ,Ambassade de Russie,1800000,1800000,Russie,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,1800000, , , , , , , , , , , , , , ,1800000,1800000,1800000, 
 , , ,Debt relief /NY Pledge (Existing Funds) // (Source : OSE/Italie).,Operationally closed,,,,,,,Haiti, , , ,Ambassade d'Italie,59155844.16,59155844.16,Italie,600 - ACTIONS SE RAPPORTANT À LA DETTE,60010 - Action se rapportant à la dette, ,59155844.16, , , , , , , , , , , , , , ,59155844.16,59155844.16,59155844.16, 
  , , ,Housing - transitional shelter / NY Pledge (New Funds) // (Source : OSE/Espagne),Operationally closed,,,,,31/12/2010,01/01/2010,Haiti,Léogâne,Ouest,Léogâne Arrondissement,Ambassade d'Espagne,5194805.194,5194805.194,Espagne,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , ,5194805.194, , , , , , , , , , , , , , ,5194805.194,5194805.194, , 
  , , ,Food asistance and relief / NY Pledge (New Funds) // (Source : OSE/Espagne),Operationally closed,,,,,31/12/2010,01/01/2010,Haiti, , , ,Ambassade d'Espagne,5194805.194,5194805.194,Espagne,500 - AIDE-PROGRAMME ET PRODUITS,520 - Aide alimentaire à des fins de développement/aide à la sécurité alimentaire, ,5194805.194, , , , , , , , , , , , , , ,5194805.194,5194805.194, , 
  , , ,FAO's Project: Improving resilence of vulnerable rural communities to natural disasters / NY Pledge (New funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,649350.649,649350.649,Espagne," - 311 - AGRICULTURE
 - 400 - DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général",649350.649, , , , ,649350.649, , , , , , , , , , ,649350.649,649350.649, , 
  , , ,Rest of the Spanish's Office Humanitarian Aid / NY Pledge (New Funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,673651.948,673651.948,Espagne,700 - AIDE HUMANITAIRE, ,673651.948,673651.948, , , , , , , , , , , , , , ,673651.948,673651.948, , 
 , , ,Accountability for Effective Poverty Reduction / NY Pledge (New funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,299714.285,299714.285,Espagne,150 - GOUVERNEMENT ET SOCIETE CIVILE, ,299714.285, , , , ,299714.285, , , , , , , , , , ,299714.285,299714.285, , 
  , , ,Support Development os a sustainable housing Policy and housing Finance Framework / NY Pledge (New funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,299714.285,299714.285,Espagne,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS,16010 - Services sociaux,299714.285, , , , ,299714.285, , , , , , , , , , ,299714.285,299714.285, , 
  , , ,Energy Acces Expansion / NY Pledge (New funds) // (Source : OSE/Espagne),Ongoing,,,,,31/12/2012,01/01/2011,Haiti, , , ,Ambassade d'Espagne,99896.103,99896.103,Espagne,230 - ENERGIE (PRODUCTION ET DISTRIBUTION), ,99896.103,99896.103, , , , , , , , , , , , , , ,99896.103,99896.103, , 
  , ,,Déploiement d'agents des Services Correctionnels du Canada II - START,Ongoing,01/09/2010,31/03/2012,,,,,Haiti, , , ,Ambassade du Canada,3528225.806,3386699.596,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,2156022.177, , , ,1230677.419, , , , , , , , , , ,3528225.806,3386699.596, , 
  , ,,Renforcement des capacités dans la gestion des migrations II - START,Operationally closed,09/02/2009,13/07/2012,,,,,Haiti, , , ,Ambassade du Canada,3629032.258,3584656.25,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,573828.629, , , ,477765.12, , , , , , , , , , ,3629032.258,3584656.25, , 
  , ,,Justice d’urgence de première ligne et de transition en Haïti - START,Ongoing,24/03/2010,31/03/2013,,,,,Haiti," - Croix-des-Bouquets
 - Port-au-Prince",Ouest," - Croix-des-Bouquets Arrondissement
 - Port-au-Prince Arrondissement",Ambassade du Canada,2520161.29,2393932.459,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,352822.58, , , ,804105.846, , , , , , , , , , ,2520161.29,2393932.459, , 
  , ,,Renforcement de la sécurité communautaire à Bel Air II - START,Operationally closed,16/06/2011,30/09/2011,,,,,Haiti,Port-au-Prince,Ouest,Port-au-Prince Arrondissement,Ambassade du Canada,1008064.516,1008064.516,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,504032.258, , , , , , , , , , , , , , ,1008064.516,1008064.516, , 
  , ,,Renfoncement des capacités locales dans la construction antisismique et dans la réduction des risques liés aux catastrophes naturelles - START,Operationally closed,03/02/2011,15/09/2012,,,,,Haiti, , , ,Ambassade du Canada,1008064.516,957660.282,Canada,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général",1008064.516,550387.096, , , ,407273.185, , , , , , , , , , ,1008064.516,957660.282, , 
  ,CN/000435 (Fonds de reconstruction d'Haiti), ,UNDG/HRF - 5 : Renforcement des capacités opérationnelles de la CIRH,Ongoing,20/07/2011,,14/03/2011,20/07/2011,31/10/2011,14/03/2011,Haiti, , , ,FRH - gestion Nations Unies,990000,990000,FRH,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général",990000, , , , ,990000, , , , , , , , , , ,990000,990000, , 
  ,CN/000147 (Fonds de reconstruction d'Haiti), ,Reconstruction du secteur Educatif - CN/000147 - (Source : FRH),Ongoing,,,,15/12/2010,,,Haiti, , , ,Fonds de reconstruction d'Haiti,10000000,5900000,FRH,110 - EDUCATION, ,10000000, , , , , , , , ,5900000, , , , , , ,10000000,5900000, , 
  ,CN/000145 (Fonds de reconstruction d'Haiti), ,Atténuation des DésastresNaturels dansle Département du sud - CN/000145 - (Source : FRH),Ongoing,,,,21/10/2010,,,Haiti,Cavaillon,Sud,Aquin Arrondissement,Fonds de reconstruction d'Haiti,14000000,7378951,FRH,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général",14000000, , , , , , , , ,7378951, , , , , , ,14000000,7378951, , 
 , , ,"Reconstruction of houses, schools and vocational education centres",Ongoing,,,,,,,Haiti, , , ,Qatar,5000000,0,Qatar,323 - POLITIQUE DE LA CONSTRUCTION, , , , , , , , , ,5000000, , , , , , , ,5000000, , , 
 , , ,City of New Orleans technical cooperation,Ongoing,,,,,,,Haiti, , , ,Qatar,700000,0,Qatar,150 - GOUVERNEMENT ET SOCIETE CIVILE, , , , , , , , , ,700000, , , , , , , ,700000, , , 
 , , ,Develop nursing standards and subsequent professional training for all nurses in the hospital,Ongoing,,,,,,,Haiti, ," - Artibonite
 - Centre", ,Qatar,100000,0,Qatar,120 - SANTE, , , , , , , , , ,100000, , , , , , , ,100000, , , 
 , , ,Purchase and install composting toilet systems and water sanitation equipment,Ongoing,,,,,,,Haiti," - Delmas
 - Petite Rivière de l''Artibonite
 - Pétionville"," - Artibonite
 - Ouest"," - Dessalines
 - Port-au-Prince Arrondissement",Qatar,50000,0,Qatar,140 - EAU ET ASSAINISSEMENT, , , , , , , , , ,50000, , , , , , , ,50000, , , 
 , , ,Provide equipment and to pay for workers to clear stretches of two canals,Ongoing,,,,,,,Haiti,Saint-Louis du Sud,Sud,Aquin Arrondissement,Qatar,40000,0,Qatar,311 - AGRICULTURE, , , , , , , , , ,40000, , , , , , , ,40000, , , 
 , , ,Support the local fishing industry and fish markets,Ongoing,,,,,,,Haiti,Saint-Louis du Sud,Sud,Aquin Arrondissement,Qatar,100000,0,Qatar,311 - AGRICULTURE, , , , , , , , , ,100000, , , , , , , ,100000, , , 
 , , ,Operating funds for several years for two vocational training schools,Ongoing,,,,,,,Haiti," - Cayes
 - Miragôane"," - Nippes
 - Sud"," - Cayes
 - Miragôane Arrondissement",Qatar,350000,0,Qatar,110 - EDUCATION, , , , , , , , , ,350000, , , , , , , ,350000, , , 
 , , ,Mobile health labs to connect health services in remote regions to the existing regional health network,Ongoing,,,,,,,Haiti, , , ,Qatar,2000000,0,Qatar,120 - SANTE, , , , , , , , , ,2000000, , , , , , , ,2000000, , , 
  , , ,Cash for Work - (Source : OSE/UE),Ongoing,,,,,30/06/2011,30/06/2010,Haiti, ,Ouest, ,Union européenne,6493506.493,6389610.389,Union européenne,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, ,4194805.194, , , ,2194805.194, , , , , , , , , , ,6493506.493,6389610.389, , 
  , , ,Support au processus électoral (PNUD) - (source : OSE/UE),Ongoing,,,,,30/06/2011,01/06/2010,Haiti, , , ,Union européenne,6493506.493,6493506.493,Union européenne,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", ,5844155.844, , , , , , , , , , , , , , ,6493506.493,6493506.493, , 
 , , ,Allegement de la dette / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela),Ongoing,,,,,,,Haiti, , , ,Ambassade du Vénézuela,405483550,405483550,Venezuela,600 - ACTIONS SE RAPPORTANT À LA DETTE,60020 - Annulation de la dette, , , , , , , , , , , , , , , , ,405483550,405483550, , 
 , , ,Hasco-La Saline Base Navale (Port-au-Prince - Ouest) / NY Pledge (PETROCARIBE Agreement - New Funds) //  (Source : OSE/Venezuela),Ongoing,,,,,15/11/2012,15/11/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,25000000,23277802,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE,21040 - Transport par voies d’eau,25000000, , , , ,23277802, , , , , , , , , , ,25000000,23277802, , 
 , , ,Rénovation urbaine et dévelopment résidentiel à Bowen Field / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,22000000,0,Venezuela,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, ,22000000, , , , , , , , , , , , , , , ,22000000, , , 
 , , ,Construction Bigot-Carrefour Joffre - Gonaïves / NY Pledge (PETROCARIBE Agreement - New Fund) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Artibonite,Gonaïves,Ambassade du Vénézuela,14000000,2166146,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,14000000, , , , ,2166146, , , , , , , , , , ,14000000,2166146, , 
 , , ,Réhabilitation tronçon: Carrefour Kanz/Camp-Perrin / NY Pledge (PETROCARIBE Agreement - New Funds) //  (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2010,Haiti, ,Artibonite, ,Ambassade du Vénézuela,12900000,12580971,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, , ,6160865, , , ,6420106, , , , , , , , , , ,12900000,12580971, , 
 , , ,UNASUR contribution / NY Pledge (New Funds) // (Source : OSE/Venezuela),Ongoing,,,,,,,Haiti, , , ,Ambassade du Vénézuela,12400000,8760000,Venezuela,998 - NON AFFECTE/ NON SPECIFIE, , ,8760000, , , , , , , , , , , , , , ,12400000,8760000, , 
  , ,,Food security: intensification of rice production in Artibonite Valley / NY Pledge ((ALBA Alimentos) Existing Funds) // (Source : OSE/Venezuela),Ongoing,,,,,,,Haiti, ,Artibonite, ,Ambassade du Vénézuela,9300000,3807600,Venezuela,500 - AIDE-PROGRAMME ET PRODUITS,530 - Aide sous forme de produits : autre, ,2184350, , , ,1623250, , , , , , , , , , ,9300000,3807600, , 
  , , ,Health - Humanitarian fund destined to health projects: construction and equipment of 10 Integral Diagnostic Centers / (NY Pledge - Existing Funds) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2010,30/06/2008,Haiti," - Aquin
 - Grand-Goâve
 - Grande Rivière du Nord
 - Mirebalais
 - Port-au-Prince"," - Centre
 - Nord
 - Ouest
 - Sud"," - Aquin Arrondissement
 - Grand Rivière du Nord
 - Léogâne Arrondissement
 - Mirebalais Arrondissement
 - Port-au-Prince Arrondissement",Ambassade du Vénézuela,2000000,2000000,Venezuela,700 - AIDE HUMANITAIRE, , ,2000000, , , , , , , , , , , , , , ,2000000,2000000, , 
  , ,,Health - OPS fuel humanitarian program / NY Pledge (Combustible Humanitario - Existing Funds) // (Source : OSE/Venezuela),Ongoing,,,,,,,Haiti, , , ,Ambassade du Vénézuela,1000000,539280,Venezuela,700 - AIDE HUMANITAIRE, , ,74612, , , ,373545, , , , , , , , , , ,1000000,539280, , 
 , , ,Financement HRF / NY Pledge (New Fund) //  (Source : OSE/Thailande),Ongoing,,,,,,,Haiti, , , ,Ambassade de Thaïlande,2500000,2500000,Thailande,998 - NON AFFECTE/ NON SPECIFIE, , ,2500000, , , , , , , , , , , , , , ,2500000,2500000, , 
  , , ,Reconstruction d'écoles (Assistance Technique) - UNICEF / NY Pledge // (Source : OSE/Suisse),Ongoing,,,,,,,Haiti, ,Grande Anse, ,Ambassade de Suisse,321241.9,321241.9,Suisse,110 - EDUCATION,112 - Éducation de base, ,255939.524, , , ,65302.375, , , , , , , , , , ,321241.9,321241.9, , 
  , , ,DRR Projets /NY Pledge (New Funds) // Source: (OSE/Suisse),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suisse,269978.401,0,Suisse,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général", , , , , , , ,269978.401, , , , , , , , ,269978.401, , ,269978.401
 , , ,Ligne de Financement (IFAD) / NY pledge (New Funds) // (Source : OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,2500000,2500000,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,2500000, , , , , , , , , , , , , , ,2500000,2500000, , 
 , , ,Ligne de financement (Handicap International) / NY Pledge (New Funds) // Source : (OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,723484,723484,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,723484, , , , , , , , , , , , , , ,723484,723484, , 
 , , ,Ligne de financement (UNFPA) /// Source : (OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,500000,500000,Suède,700 - AIDE HUMANITAIRE, , ,500000, , , , , , , , , , , , , , ,500000,500000, , 
 , , ,Ligne de Financement (FAO) / NY pledge (New Funds) // (Source : OSE/Suède),Ongoing,,,,,,,Haiti, , , ,Ambassade de Suède,400000,400000,Suède,998 - NON AFFECTE/ NON SPECIFIE, , ,400000, , , , , , , , , , , , , , ,400000,400000, , 
 , , ,Ligne de financement OCHA/EERF (Flash Appeal) / NY Pledge New Fund // (Source : OSE/Slovenie),Ongoing,,,,,,,Haiti, , , ,Ambassade de Slovénie,259740.259,259740.259,Slovénie,998 - NON AFFECTE/ NON SPECIFIE, , ,259740.259, , , , , , , , , , , , , , ,259740.259,259740.259, , 
  , , ,Financement du PAM en Food assistance / NY Pledge New Fund // (Source : OSE/Russie),Ongoing,,,,,,,Haiti, , , ,Ambassade de Russie,4200000,4200000,Russie,700 - AIDE HUMANITAIRE, , ,4200000, , , , , , , , , , , , , , ,4200000,4200000, , 
  , , ,Financement de OMS (Flash Appeal) / NY Pledge New Fund // (Source: OSE/Russie),Ongoing,,,,,,,Haiti, , , ,Ambassade de Russie,1000000,1000000,Russie,700 - AIDE HUMANITAIRE, , ,1000000, , , , , , , , , , , , , , ,1000000,1000000, , 
 , , ,Financement de l'UNICEF / NY Pledge New Fund // (Source: OSE/Russie),Ongoing,,,,,,,Haiti, , , ,Ambassade de Russie,1000000,1000000,Russie,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,1000000, , , , , , , , , , , , , , ,1000000,1000000, , 
 , , ,Debt relief - (Existing Funds) /// (Source : OSE/Royaume-Uni),Ongoing,,,,,,,Haiti, , , ,Ambassade du Royaume-Uni,8979293.739,8979293.739,Royaume-Uni,600 - ACTIONS SE RAPPORTANT À LA DETTE,60020 - Annulation de la dette, , , , , ,8979293.739, , , , , , , , , , ,8979293.739,8979293.739, , 
  , , ,OCHA contingency planning secondment - New Fund /// (Source : OSE/Royaume Uni),Ongoing,,,,,07/02/2011,15/05/2010,Haiti, , , ,Ambassade du Royaume-Uni,135577.849,135577.849,Royaume-Uni,998 - NON AFFECTE/ NON SPECIFIE,99810 - Secteur non spécifié, ,135577.849, , , , , , , , , , , , , , ,135577.849,135577.849, , 
