AGENCE,PROJET,DESCRIPTION,OBJECTIFS GENERAUX,RESULTATS,STATUT,ASPECT GENRE,NIVEAU D'INTERVENTION,REGION,SECTEUR BUDGET,SECTEUR OCDE,MAFSAN,PRIORITE NATIONALE,MINISTERE DE TUTELLE,AGENCE D'EXECUTION,INSCRIPTION LOI DES FINANCES,2009 Engagements Effectifs,2009 Decaissements Effectifs,2009 Decaissements Prevus,2010 Engagements Effectifs,2010 Decaissements Effectifs,2010 Decaissements Prevus,2011 Engagements Effectifs,2011 Decaissements Effectifs,2011 Decaissements Prevus,2012 Engagements Effectifs,2012 Decaissements Effectifs,2012 Decaissements Prevus,2013 Engagements Effectifs,2013 Decaissements Effectifs,2013 Decaissements Prevus,2014 Engagements Effectifs,2014 Decaissements Effectifs,2014 Decaissements Prevus,2015 Decaissements Prevus,2016 Decaissements Prevus,2017 Decaissements Prevus,2018 Decaissements Prevus,2019 Decaissements Prevus,Total Disbursements,Total Commitments,Planned Disbursements
Allemagne/GIZ,Projet dÍelectrification Rurale par les Energies Renouvelables (PERER),Projet d&#39;Electrification rurale par les energies renouvelables,"Renforcer la capacite d'ADER et du secteur prive dans l'identification, la planification et de la realisation des projets en electrification rurale a travers les energies renouvelables",2012:     Processus de travail interne a l'ADER plus efficace :    ADER peut identifier et mieux planifier des projets gräce a l'introduction du logiciel GEOSIM et de nouvelles etudes de faisabilite ;    - Acces durable a l'electricite par l'installation des petites centrales hydro-electriques ;    - Plusieurs operateurs prives formes en matiere de montage financier et de gestion de centrale hydro-electrique.,En Cours,Non Genre,National, ,INFRASTRUCTURE,PRODUCTION ET DISTRIBUTION D'ENERGIE,OTHER,Infrastructures,Ministere de l'energie,Allemagne/GIZ,Hors Budget,0,679163.235,0,0,849464,0,0,678065.125,0,0,413418.085,473684.21,0,0,0,0,0,0,1481481.481,2098765.432,740740.74,0,0,2620110.445,0,3313190.382
Allemagne/GIZ,Programme de Developpement communal,,,,Prevu,Non Genre,National, ,PRODUCTIF,NON AFFECTE/ NON SPECIFIE,OTHER,Non aligne, , ,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234567.901,2469135.802,1234567.901,0,0,0,0,3703703.703
Allemagne/GIZ,Amelioration de la resilience de la population rurale au sud de Madagascar,"‚ Le grand sud é de Madagascar est la partie de l'Óle qui est la moins developpee avec 89% des menages pratiquant des activites agricoles. Les systemes de production sont peu adaptes au changement climatique et les rendements agricoles sont faibles. Les infrastructures se trouvent dans un etat deplorable et sont insuffisantes.   La situation alimentaire et les revenus des menages ruraux devraient plus particulierement progresser a travers les mesures suivantes :   ‡Adaptation et diversification des systemes de production aux conditions climatiques   ‡Amelioration des revenus des menages ruraux a travers le renforcement des chaÓnes de valeur pour les produits issus des secteurs de l'agriculture, de la pêche et de petit elevage demandes sur les marches nationaux et internationaux",Amelioration de la situation alimentaire et des revenus.,,En Cours,Non Genre,Regional," - ANDROY
 - ANOSY",PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Allemagne/GIZ,Hors Budget,0,0,0,0,0,0,0,0,0,2610519.48,217297.368,0,0,1208189.354,342465.753,246913.58,565402.866,395061.728,370370.37,129861.728,0,0,0,1672400.302,2857433.06,867389.209
Allemagne/KFW,Centre de Sante de Base Mahajanga II. (n convention:1998 67 052),* Construction ou rehabilitation et equipement des infrastructures medicales particulierement dans les centre de sante de base et les pharmacies; * Construction des unites de logement du personnel.,Rehabiliter et / ou construire des infrastructures medicales de base incluant les equipements necessaires a l'exploitation de ces infrastructures ainsi que les unites de logement pour le personnel pour contribuer a l'amelioration de la situation sanitaire.,* Infrastructures medicales operationalisees * Logements des personnels construits * Services de sante dans la region ameliores * Taux de mortalites reduits des meres et des enfants * Nombre augmente des enfants vaccines.,En Cours,Peu significatif,Regional,BOENY,SOCIAL,SANTE,OTHER,Sante,Ministere de la Sante Publique,Allemagne/KFW,Hors Budget,0,22351.351,0,0,0,0,0,15883.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38234.719,0,0
Allemagne/KFW,Centrale Hydroelectrique Lokoho. (n convention:2007 65 115),,,,En Cours,Non Genre,Regional,SAVA,INFRASTRUCTURE,PRODUCTION ET DISTRIBUTION D'ENERGIE,OTHER,Infrastructures,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,0
Allemagne/KFW,Aide Budgetaire General. (n convention:2007 65 354),,,,En Cours,Non Genre,National, ,ADMINISTRATIF,NON AFFECTE/ NON SPECIFIE,OTHER,Economie,Ministere des Finances et du Budget,Allemagne/KFW,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allemagne/KFW,Participation a la Fondation pour les Aires Protegees et la Biodiversite de Madagascar (no. de convention 2005 65 051),,,,En Cours,Non Genre,National, ,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement, ,Allemagne/KFW,Hors Budget,0,0,0,0,0,0,6145748.557,6145748.557,0,0,657894.736,0,0,0,0,0,0,0,0,0,0,0,0,6803643.293,6145748.557,0
Allemagne/KFW,Fonds d'Etude et d'Experts V. (n convention:1998 70 510),,,,En Cours,Non Genre,National, ,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,0,148968.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148968.848,0,0
Allemagne/KFW,Fonds d'Etude et d'Experts IV. (nconvention:1995 70 011),,,,En Cours,Non Genre,National, ,SOCIAL,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,Ministere de l'education Nationale,Allemagne/KFW,Hors Budget,0,195365.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195365.714,0,0
Allemagne/KFW,Fonds d'Etude et d'Experts VI. (n convention:2001 70 381),,,,En Cours,Non Genre,National, ,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,0,38202.702,0,0,12528.767,0,0,1899.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52631.366,0,0
Allemagne/KFW,Projet Ny Voary Vintsy. (n convention:2003 65 056),,Contribuer a l'amelioration qualitative de l'enseignement par le renforcement des capacites des enseignants en general et en matiere d'education environnementale.,,En Cours,Non Genre,National, ,SOCIAL,EDUCATION,OTHER,Environnement,Ministere de l'education Nationale,Allemagne/KFW,Hors Budget,0,-72805.714,0,0,285120.779,0,0,107734.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320049.446,0,0
Allemagne/KFW,Projet Rizicole Betsiboka V. (n convention:1996 70 274),,,,En Cours,Non Genre,Regional,BOENY,PRODUCTIF,NON AFFECTE/ NON SPECIFIE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Allemagne/KFW,Hors Budget,0,5107.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107.142,0,0
Allemagne/KFW,Programme de lutte anti-erosive II. (n convention:2005 65 057),,,,En Cours,Non Genre,Regional,BETSIBOKA,PRODUCTIF,NON AFFECTE/ NON SPECIFIE,OTHER,Developpement rural,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,0,0,0,0,0,0,0,113946.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113946.275,0,0
Allemagne/KFW,Adduction d'eau Mahajanga(nconvention: 1992 65 794),,,,En Cours,Non Genre,Regional,BOENY,INFRASTRUCTURE,DISTRIBUTION D'EAU ET ASSAINISSEMENT,OTHER,Infrastructures, ,Allemagne/KFW,Hors Budget,0,0,0,0,0,0,0,0,0,0,2001.25,0,0,0,0,0,0,0,0,0,0,0,0,2001.25,0,0
Allemagne/KFW,Programme de lutte antierosive III.(nconvention:2005 65 077),,,,En Cours,Non Genre,National, ,PRODUCTIF,NON AFFECTE/ NON SPECIFIE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Inscrit dans la Loi de Finances,0,655670,0,0,1059702.975,0,0,1078246.012,0,0,622105.855,0,0,450731.208,0,0,445487.537,441968.918,0,0,0,0,0,3866456.05,0,441968.918
Allemagne/KFW,Programme de lutte anti-erosive I. (n convention:2001 66 165),* Identification des treize (13) nouveaux sites d'intervention; * Mise en place et entretien de realisation de la Lutte Antierosive (LAE) ; * Appui des 08 paysans pilotes ; * Diffusion des acquis et des echanges d'experiences ; * Application d'un processus de SFR dans au moins six (6) terrains communautaires ; * Constitution d'une structure supra par zone pour Marovoay; * Montage d' ONG de LAE; * Formation et formalisation des 20 structures villageoises; * Installation et formation de la nouvelle equipe de l'antenne 3 (Bezaha); * Etude des besoins et elaboration de modules de formation en approche du programme LAE.,Stabiliser les terres des bassins versants et perenniser les infrastructures mises en place.,"* Mesures Lutte Anti-Erosive (LAE) appliquees dans 13 nouveaux sites en plus des anciens sites, jusqu'en decembre 2009 ; * Application des techniques culturales liees a la LAE intensifiee , aires de päturages gerees; * 20 nouvelles structures constituees legalement; * LAE institutionnalisee a Marovoay ; * Centre de formation de la lutte antierosive cree.",En Cours,Non Genre,Regional,BETSIBOKA,PRODUCTIF,AGRICULTURE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,0,913505.714,0,0,22224,0,0,0,0,0,0,0,0,0,0,0,61331.081,61331.081,0,0,0,0,0,935729.714,0,61331.081
Allemagne/KFW,Plan d'action environnementale.,,,,En Cours,Non Genre,Regional,AMORON'I MANIA,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,0,1483980.602,0,0,827510.513,0,0,246290.519,0,0,384030.328,0,0,273012.4,0,0,664240.987,427727.027,0,0,0,0,0,3214824.362,0,427727.027
Allemagne/KFW,Programme environnemental III consolide (Ankarafantsika). (nconvention:2002 65 215),Composante 1: Gestion de l'ecoysteme forestier Composante 2: Gestion du systeme d'aires protegees   Composante 3: Integration des considerations environnementales (mainstreaming),"* Ameliorer la protection et la gestion durable des ressources critiques de la biodiversite sur le terrain; * Integrer la conservation dans les programmes de gestion macroeconomiques et sectoriels; * Faciliter l'etablissement des mecanismes financiers durables pour l'environnement, concourant ainsi a l'amelioration de la qualite de la vie de la population.",1. Taux de diminution des surfaces br_lees : 70%  2. Proportion des projets et programmes prives en conformite avec le MECIE: 70%  3. Taux de degradation des ressources forestieres et zones humides inferieur a la moitie du taux de 1990-2000: 0.44%  4. Nombre de touristes visitant les parcs nationaux (ANGAP): 149 000  5. Index de l'efficacite globale dans la gestion des aires protegees (mesure par IUCN): 70%  6. Capitaux mobilises pour la fondation des aires protegees en US$: 55 million  7. Index des menaces dans le reseau des aires protegees ANGAP: 20  8. % des revenus des droits d'entree sur les aires protegees redistribue aux projets communautaires autour des parcs: 50%  9. Renouvellement des contrats de gestion des ressources naturelles: 70%  10. Volume de bois suivi par un systeme de traçabilite (en % du volume de bois coupe au niveau national): 30%,En Cours,Non Genre,National, ,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Inscrit dans la Loi de Finances,0,564176.238,0,0,154377.461,0,0,278541.654,0,0,0,0,0,0,0,0,23112.345,0,0,0,0,0,0,997095.353,0,0
Allemagne/KFW,Projet bois energie. (n convention:2007 65 370),,,,En Cours,Non Genre,Regional,BOENY,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,6666666.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842384.71,0,0,0,0,0,0,0,6666666.666,0
Allemagne/KFW,Fonds d'investissement pour le reseau des Parcs Nationaux. (n convention:2005 65 069),,,,En Cours,Non Genre,National, ,PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER,Environnement,"Ministere de l'Environnement, de l'Ecologie et des Forêts",Allemagne/KFW,Hors Budget,0,938166.311,0,0,1213378.957,0,0,1258380.95,0,0,1430417.182,0,0,1891705.889,0,0,2091984.858,1439924.324,0,0,0,0,0,6732049.289,0,1439924.324
Arabie Saoudite,CONSTRUCTION RN 43 SAMBAINA - FARATSIHO - SOAVINANDRIANA,* Travaux des genies civils et accessoires;   * Services de consultation.,* Developper le secteur des transports et ameliorer le niveau de service ainsi que l'appui au developpement socio-economique de Madagascar ; * Etendre et continuer le revêtement du reseau routier dans le pays et ameliorer les conditions de circulation des citoyens,"Une partie de route sur la RN43 (Sambaina-Faratsiho-Soavinandriana) rehabilitee et bitumee sur une longueur d'environ 102 km, avec une chaussee a 2 voies de 3 m chacun de 6 m de large et deux accotements de 1 m de large chacun.",En Cours,Non Genre,Regional,ITASY,INFRASTRUCTURE,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Infrastructures,Ministere des Travaux Publics,BADEA : Banque Arabe pour le Developpement en Afrique,Inscrit dans la Loi de Finances,0,0,0,0,0,0,0,0,0,0,0,0,0,734323.076,0,0,812233.653,0,1304033,0,0,0,0,734323.076,0,0
Association Federation Handicap International,Prison,,Sur les chemins de l'humanite:Amelioration des des conditions carcerales dans les prisons du sud et de l'Est de Madagascar,"Sante,Nutrition et Hygiene:Les infirmeries des maisons carcerales ont ete equipees, les pharmacies ont ete approvisionnees, les Agents de sante penitentiaires ont reçu une formation en soins de sante primaire.Une protocole nutritionnel de prise en charge des malnutris a ete mis en place.Reinsertion sociale: Des activites visant l'ameliorations du mieux-être des detenus et favorisant leur reinsertion post carcerale ont pu être organisees telles que les seances d'alphabetisation, des activites socioculturelles, des echanges educatifs.Creation des groupes de parole de personnes detenues pour apporter un soutien psychologique et enfin des actions pilotes visant a maintenir le lien avec la famille ont ete developees et notamment une case de liberation&gt;&gt; a ouvert ses portes a Toliara .Droits:Vulgarisation des droits fondamentaux des detenus , accompagnement de ces derniers dans leurs demarches judiciaires de demandede liberte anticipee et Sensibilisation de la communaute aux droits des ex-detenus et a la responsabite de chacun de favoriser leur reinsertion. Mise en place d'un espace de dialogue et de concertation des OSC:Renforcement des Comites de Soutien aux Personnes detenues",En Cours,Non Genre,Regional," - ANALAMANGA
 - ATSIMO-ANDREFANA
 - ATSIMO-ATSINANANA
 - ATSINANANA
 - VATOVAVY-FITOVINANY",SOCIAL,NON AFFECTE/ NON SPECIFIE,"FOOD, SECURITY & NUTRITION",Non aligne, , ,Hors Budget,0,72379.135,0,0,408585.054,0,0,246153.618,0,0,296621,0,0,285656,0,0,0,247475,263543,0,0,0,0,1309394.807,0,247475
Association Federation Handicap International,Ville et Handicap,,Ville et Handicap: Vers une pleine citoyennete des personnes handicapees dans l'espace urbain.,Evolution remarquable des mentalites des gens vis-a-vis des personnes handicapees. 35 actions de sensibilisation ont ete menees par des associations locales sur les 4 villes.Transfert de la gestion des Bureaux d'Accompagnement Social pour accompagner les personnes handicapees en difficultes aux communes de Mahajanga et Antsiranana. Appui des 75 projets professionnels de travailleurs handicapes. Elaboration du guide  Accompagnement Social&gt;&gt; et organisation d'un seminaire national. Creation de 2 guichets uniques facilitant l'acces a des personnes a mobilite reduite aux services de la commune. Mise en place a Toliara d'un centre de jour inclusif et d'activites de readaptation a base communautaire.Elaboration et adoption d'une charte de la ville accessible dans les 4 villes et enfin Mise en accessibilite de 10 infrastructures.,En Cours,Non Genre,Regional," - ATSIMO-ANDREFANA
 - ATSINANANA
 - BOENY
 - DIANA",SOCIAL,NON AFFECTE/ NON SPECIFIE,OTHER,Solidarite, , ,Hors Budget,0,279720.807,0,0,255794.702,0,0,529334.688,0,0,426860,0,0,475129,0,0,0,316306,73199,0,0,0,0,1966839.197,0,316306
Association Federation Handicap International,Education Inclusive,"La reconnaissance et la defense des droits a l&#39;education des enfants et jeunes en situation de handicap et notannement avec une deficience intellectuelle.Il s&#39;articule autour de deux axes: la comunication et la sensibilisation d&#39;une part, l&#39;institutionnalisation des dispositifs educatifs en faveur de l&#39;education inclusive des enfants avec une deficience deautre part.",Amelioration du droit et de l'acces a l'education pour les enfants en situation de handicap a Madagascar.,"Scolarisation de 144 enfants handicapes dans la zone pilote d'Itasy,renforcement de capacite des 113 personnels educatifs(enseignants, conseillers pedagigiques et directeurs d'ecole) contribuant aus 58 classes integrees fonctionnelles dans 15 regions 22 regions. Organisation des 03 ateliers avec le MEN et les organisations impliquees dans des acttions educatives pour encourager l'evolution des cadres normatifs dans le sens d'une plus grande inclusion. Organisation des 02 rencontres de reseaux des professionnels de l'education pour favoriser l'echange et la meilleure reconnaissance de la problematique de la deficience et de la scolarisation des eleves en situation de handicap.",En Cours,Non Genre,National-Regional," - ITASY
 - National",SOCIAL,NON AFFECTE/ NON SPECIFIE,OTHER,Non aligne, , ,Hors Budget,0,414652.209,0,0,26473.888,0,0,303612.27,0,0,395006,0,0,502888,28851,0,0,0,0,0,0,0,0,1642632.367,0,28851
